epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1567321873827,2019-09-01T00:11:13.827,0.000,0.427,0.427,1.890
1567321873848,2019-09-01T00:11:13.848,0.021,0.427,0.671,1.037
1567321873867,2019-09-01T00:11:13.867,0.040,0.549,0.488,1.098
1567321873887,2019-09-01T00:11:13.887,0.060,0.549,0.427,1.402
1567321873906,2019-09-01T00:11:13.906,0.079,0.549,0.488,1.280
1567321873927,2019-09-01T00:11:13.927,0.100,0.610,0.549,1.280
1567321873946,2019-09-01T00:11:13.946,0.119,0.366,0.488,1.280
1567321873966,2019-09-01T00:11:13.966,0.139,0.366,0.488,1.280
1567321873985,2019-09-01T00:11:13.985,0.158,0.671,0.488,1.341
1567321874004,2019-09-01T00:11:14.004,0.177,0.610,0.488,1.341
1567321874025,2019-09-01T00:11:14.025,0.198,0.427,0.488,1.341
1567321874044,2019-09-01T00:11:14.044,0.217,0.549,0.488,1.341
1567321874064,2019-09-01T00:11:14.064,0.237,0.488,0.549,1.341
1567321874083,2019-09-01T00:11:14.083,0.256,0.366,0.488,1.341
1567321874104,2019-09-01T00:11:14.104,0.277,0.549,0.488,1.341
1567321874123,2019-09-01T00:11:14.123,0.296,0.427,0.488,1.341
1567321874143,2019-09-01T00:11:14.143,0.316,0.549,0.427,1.280
1567321874162,2019-09-01T00:11:14.162,0.335,0.549,0.427,1.341
1567321874183,2019-09-01T00:11:14.183,0.356,0.366,0.549,1.341
1567321874202,2019-09-01T00:11:14.202,0.375,0.549,0.488,1.341
1567321874221,2019-09-01T00:11:14.221,0.394,0.549,0.427,1.280
1567321874242,2019-09-01T00:11:14.242,0.415,0.488,0.488,1.341
1567321874261,2019-09-01T00:11:14.261,0.434,0.427,0.427,1.341
1567321874281,2019-09-01T00:11:14.281,0.454,0.427,0.488,1.280
1567321874300,2019-09-01T00:11:14.300,0.473,0.915,0.549,1.280
1567321874321,2019-09-01T00:11:14.321,0.494,0.427,0.549,1.341
1567321874340,2019-09-01T00:11:14.340,0.513,-0.122,0.488,1.402
1567321874360,2019-09-01T00:11:14.360,0.533,0.732,0.610,1.341
1567321874379,2019-09-01T00:11:14.379,0.552,0.915,0.610,1.341
1567321874400,2019-09-01T00:11:14.400,0.573,0.427,0.549,1.341
1567321874419,2019-09-01T00:11:14.419,0.592,0.427,0.549,1.341
1567321874438,2019-09-01T00:11:14.438,0.611,0.610,0.610,1.341
1567321874458,2019-09-01T00:11:14.458,0.631,0.915,0.671,1.280
1567321874477,2019-09-01T00:11:14.477,0.650,0.610,0.549,1.341
1567321874498,2019-09-01T00:11:14.498,0.671,0.183,0.610,1.280
1567321874517,2019-09-01T00:11:14.517,0.690,0.915,0.732,1.280
1567321874537,2019-09-01T00:11:14.537,0.710,0.915,0.671,1.341
1567321874556,2019-09-01T00:11:14.556,0.729,0.000,0.427,1.341
1567321874577,2019-09-01T00:11:14.577,0.750,0.122,0.366,1.341
1567321874596,2019-09-01T00:11:14.596,0.769,0.915,0.488,1.220
1567321874615,2019-09-01T00:11:14.615,0.788,1.220,0.610,1.280
1567321874636,2019-09-01T00:11:14.636,0.809,0.000,0.366,1.402
1567321874655,2019-09-01T00:11:14.655,0.828,-0.488,0.305,1.402
1567321874675,2019-09-01T00:11:14.675,0.848,0.854,0.610,1.341
1567321874694,2019-09-01T00:11:14.694,0.867,1.341,0.610,1.341
1567321874715,2019-09-01T00:11:14.715,0.888,0.488,0.488,1.341
1567321874734,2019-09-01T00:11:14.734,0.907,-0.183,0.427,1.341
1567321874754,2019-09-01T00:11:14.754,0.927,0.244,0.427,1.341
1567321874773,2019-09-01T00:11:14.773,0.946,1.037,0.549,1.341
1567321874794,2019-09-01T00:11:14.794,0.967,0.549,0.427,1.341
