epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1567321861278,2019-09-01T00:11:01.278,0.000,-914.024,130.488,76.524
1567321861299,2019-09-01T00:11:01.299,0.021,-981.220,87.134,56.280
1567321861318,2019-09-01T00:11:01.318,0.040,-1177.500,-109.146,-59.939
1567321861338,2019-09-01T00:11:01.338,0.060,-1415.244,-105.732,-136.402
1567321861359,2019-09-01T00:11:01.359,0.081,-1536.890,-196.524,-141.098
1567321861379,2019-09-01T00:11:01.379,0.101,-225.549,-154.390,-5.061
1567321861400,2019-09-01T00:11:01.400,0.122,665.610,-401.646,-50.854
1567321861420,2019-09-01T00:11:01.420,0.142,797.988,-320.915,-83.293
1567321861441,2019-09-01T00:11:01.441,0.163,435.000,-39.207,12.134
1567321861460,2019-09-01T00:11:01.460,0.182,46.768,103.293,150.671
1567321861480,2019-09-01T00:11:01.480,0.202,40.732,39.817,199.390
1567321861501,2019-09-01T00:11:01.501,0.223,15.488,-108.780,124.512
1567321861521,2019-09-01T00:11:01.521,0.243,50.183,-246.890,60.488
1567321861542,2019-09-01T00:11:01.542,0.264,130.793,-186.646,-24.695
1567321861563,2019-09-01T00:11:01.563,0.285,196.341,-62.256,-93.293
1567321861582,2019-09-01T00:11:01.582,0.304,193.598,71.707,-71.524
1567321861602,2019-09-01T00:11:01.602,0.324,174.268,165.061,-31.768
1567321861623,2019-09-01T00:11:01.623,0.345,146.220,132.134,-33.902
1567321861643,2019-09-01T00:11:01.643,0.365,33.780,47.256,-43.537
1567321861664,2019-09-01T00:11:01.664,0.386,-112.317,24.939,-36.341
1567321861684,2019-09-01T00:11:01.684,0.406,-38.841,112.622,-12.622
1567321861705,2019-09-01T00:11:01.705,0.427,48.110,190.671,13.659
1567321861724,2019-09-01T00:11:01.724,0.446,59.390,189.878,14.146
1567321861744,2019-09-01T00:11:01.744,0.466,54.878,130.610,-2.927
1567321861765,2019-09-01T00:11:01.765,0.487,-42.866,70.610,24.573
1567321861785,2019-09-01T00:11:01.785,0.507,-54.085,87.500,80.549
1567321861806,2019-09-01T00:11:01.806,0.528,14.085,176.524,127.073
1567321861826,2019-09-01T00:11:01.826,0.548,58.232,157.744,101.220
1567321861845,2019-09-01T00:11:01.845,0.567,-20.610,108.293,47.256
1567321861866,2019-09-01T00:11:01.866,0.588,-62.439,124.207,-27.988
1567321861886,2019-09-01T00:11:01.886,0.608,18.902,175.244,-88.598
1567321861907,2019-09-01T00:11:01.907,0.629,63.963,176.098,-102.622
1567321861927,2019-09-01T00:11:01.927,0.649,155.488,87.805,-94.329
1567321861948,2019-09-01T00:11:01.948,0.670,487.744,77.988,-68.780
1567321861968,2019-09-01T00:11:01.968,0.690,610.305,336.890,-30.305
1567321861987,2019-09-01T00:11:01.987,0.709,287.317,358.232,58.110
