epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1559681915044,2019-06-04T13:58:35.044,0.000,0.427,0.915,0.854
1559681915063,2019-06-04T13:58:35.063,0.019,0.549,0.732,0.793
1559681915084,2019-06-04T13:58:35.084,0.040,0.671,0.427,1.585
1559681915103,2019-06-04T13:58:35.103,0.059,0.427,0.488,1.280
1559681915123,2019-06-04T13:58:35.123,0.079,0.610,0.549,1.280
1559681915142,2019-06-04T13:58:35.142,0.098,0.671,0.488,1.280
1559681915163,2019-06-04T13:58:35.163,0.119,0.610,0.488,1.280
1559681915182,2019-06-04T13:58:35.182,0.138,0.549,0.549,1.280
1559681915201,2019-06-04T13:58:35.201,0.157,0.549,0.549,1.402
1559681915221,2019-06-04T13:58:35.221,0.177,0.549,0.488,1.280
1559681915240,2019-06-04T13:58:35.240,0.196,0.610,0.488,1.280
1559681915261,2019-06-04T13:58:35.261,0.217,0.610,0.488,1.280
1559681915280,2019-06-04T13:58:35.280,0.236,0.610,0.549,1.280
1559681915300,2019-06-04T13:58:35.300,0.256,0.549,0.427,1.341
1559681915320,2019-06-04T13:58:35.320,0.276,0.549,0.488,1.280
1559681915340,2019-06-04T13:58:35.340,0.296,0.610,0.488,1.280
1559681915359,2019-06-04T13:58:35.359,0.315,0.549,0.488,1.280
1559681915380,2019-06-04T13:58:35.380,0.336,0.549,0.549,1.341
1559681915399,2019-06-04T13:58:35.399,0.355,0.610,0.549,1.341
1559681915418,2019-06-04T13:58:35.418,0.374,0.488,0.427,1.280
1559681915438,2019-06-04T13:58:35.438,0.394,0.671,0.427,1.220
1559681915457,2019-06-04T13:58:35.457,0.413,0.610,0.488,1.280
1559681915478,2019-06-04T13:58:35.478,0.434,0.549,0.610,1.280
1559681915497,2019-06-04T13:58:35.497,0.453,0.610,0.549,1.280
1559681915517,2019-06-04T13:58:35.517,0.473,0.427,0.549,1.280
1559681915536,2019-06-04T13:58:35.536,0.492,0.610,0.488,1.341
1559681915557,2019-06-04T13:58:35.557,0.513,0.488,0.488,1.280
1559681915576,2019-06-04T13:58:35.576,0.532,0.610,0.488,1.280
1559681915596,2019-06-04T13:58:35.596,0.552,0.488,0.549,1.280
1559681915615,2019-06-04T13:58:35.615,0.571,0.610,0.488,1.280
1559681915634,2019-06-04T13:58:35.634,0.590,0.549,0.488,1.280
1559681915655,2019-06-04T13:58:35.655,0.611,0.488,0.488,1.280
1559681915674,2019-06-04T13:58:35.674,0.630,0.610,0.488,1.280
1559681915695,2019-06-04T13:58:35.695,0.651,0.488,0.549,1.341
1559681915714,2019-06-04T13:58:35.714,0.670,0.671,0.549,1.341
1559681915734,2019-06-04T13:58:35.734,0.690,0.549,0.488,1.220
1559681915753,2019-06-04T13:58:35.753,0.709,0.610,0.488,1.280
1559681915774,2019-06-04T13:58:35.774,0.730,0.549,0.549,1.280
1559681915793,2019-06-04T13:58:35.793,0.749,0.549,0.366,1.280
1559681915813,2019-06-04T13:58:35.813,0.769,0.610,0.427,1.280
1559681915832,2019-06-04T13:58:35.832,0.788,0.366,0.549,1.341
1559681915851,2019-06-04T13:58:35.851,0.807,0.610,0.549,1.341
1559681915872,2019-06-04T13:58:35.872,0.828,0.671,0.488,1.280
1559681915891,2019-06-04T13:58:35.891,0.847,0.427,0.488,1.280
1559681915911,2019-06-04T13:58:35.911,0.867,0.671,0.488,1.280
1559681915930,2019-06-04T13:58:35.930,0.886,0.427,0.549,1.341
1559681915951,2019-06-04T13:58:35.951,0.907,0.549,0.549,1.280
1559681915970,2019-06-04T13:58:35.970,0.926,0.671,0.549,1.280
1559681915990,2019-06-04T13:58:35.990,0.946,0.427,0.488,1.280
1559681916009,2019-06-04T13:58:36.009,0.965,0.549,0.488,1.280
1559681916030,2019-06-04T13:58:36.030,0.986,0.488,0.549,1.280
1559681916049,2019-06-04T13:58:36.049,1.005,0.610,0.488,1.280
1559681916068,2019-06-04T13:58:36.068,1.024,0.549,0.488,1.341
1559681916089,2019-06-04T13:58:36.089,1.045,0.488,0.488,1.341
1559681916108,2019-06-04T13:58:36.108,1.064,0.610,0.488,1.280
1559681916128,2019-06-04T13:58:36.128,1.084,0.488,0.488,1.280
1559681916147,2019-06-04T13:58:36.147,1.103,0.488,0.488,1.341
1559681916168,2019-06-04T13:58:36.168,1.124,0.610,0.488,1.280
1559681916187,2019-06-04T13:58:36.187,1.143,0.610,0.549,1.280
1559681916207,2019-06-04T13:58:36.207,1.163,0.610,0.488,1.280
1559681916226,2019-06-04T13:58:36.226,1.182,0.671,0.427,1.280
1559681916247,2019-06-04T13:58:36.247,1.203,0.488,0.488,1.280
1559681916266,2019-06-04T13:58:36.266,1.222,0.732,0.488,1.341
1559681916285,2019-06-04T13:58:36.285,1.241,0.610,0.549,1.280
1559681916305,2019-06-04T13:58:36.305,1.261,0.488,0.549,1.220
1559681916324,2019-06-04T13:58:36.324,1.280,0.671,0.549,1.341
1559681916345,2019-06-04T13:58:36.345,1.301,0.305,0.488,1.341
1559681916364,2019-06-04T13:58:36.364,1.320,0.793,0.488,1.280
1559681916384,2019-06-04T13:58:36.384,1.340,0.488,0.488,1.341
1559681916404,2019-06-04T13:58:36.404,1.360,0.549,0.488,1.341
1559681916424,2019-06-04T13:58:36.424,1.380,0.671,0.549,1.280
1559681916443,2019-06-04T13:58:36.443,1.399,0.305,0.488,1.280
1559681916464,2019-06-04T13:58:36.464,1.420,0.854,0.427,1.280
1559681916483,2019-06-04T13:58:36.483,1.439,0.305,0.488,1.220
1559681916502,2019-06-04T13:58:36.502,1.458,0.610,0.488,1.280
1559681916522,2019-06-04T13:58:36.522,1.478,0.610,0.549,1.280
1559681916541,2019-06-04T13:58:36.541,1.497,0.427,0.549,1.341
1559681916562,2019-06-04T13:58:36.562,1.518,0.671,0.549,1.341
1559681916581,2019-06-04T13:58:36.581,1.537,0.366,0.488,1.280
1559681916601,2019-06-04T13:58:36.601,1.557,0.732,0.488,1.280
1559681916620,2019-06-04T13:58:36.620,1.576,0.366,0.488,1.280
1559681916641,2019-06-04T13:58:36.641,1.597,0.854,0.488,1.280
1559681916660,2019-06-04T13:58:36.660,1.616,0.488,0.488,1.280
1559681916679,2019-06-04T13:58:36.679,1.635,0.549,0.427,1.341
1559681916699,2019-06-04T13:58:36.699,1.655,0.732,0.488,1.402
1559681916718,2019-06-04T13:58:36.718,1.674,0.244,0.549,1.280
1559681916739,2019-06-04T13:58:36.739,1.695,0.915,0.549,1.280
