epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1559943566964,2019-06-07T14.39.26.964,0.000,-0.146,-0.062,1.039
1559943566985,2019-06-07T14.39.26.985,0.021,-0.149,-0.063,1.048
1559943567005,2019-06-07T14.39.27.005,0.041,-0.147,-0.064,1.046
1559943567026,2019-06-07T14.39.27.026,0.062,-0.148,-0.063,1.042
1559943567046,2019-06-07T14.39.27.046,0.082,-0.147,-0.063,1.046
1559943567065,2019-06-07T14.39.27.065,0.101,-0.148,-0.061,1.043
1559943567086,2019-06-07T14.39.27.086,0.122,-0.148,-0.062,1.047
1559943567106,2019-06-07T14.39.27.106,0.142,-0.148,-0.062,1.046
1559943567127,2019-06-07T14.39.27.127,0.163,-0.148,-0.062,1.046
1559943567147,2019-06-07T14.39.27.147,0.183,-0.149,-0.063,1.043
1559943567168,2019-06-07T14.39.27.168,0.204,-0.148,-0.061,1.045
1559943567187,2019-06-07T14.39.27.187,0.223,-0.150,-0.064,1.046
1559943567207,2019-06-07T14.39.27.207,0.243,-0.149,-0.063,1.047
1559943567228,2019-06-07T14.39.27.228,0.264,-0.148,-0.063,1.045
1559943567248,2019-06-07T14.39.27.248,0.284,-0.149,-0.063,1.046
1559943567269,2019-06-07T14.39.27.269,0.305,-0.148,-0.063,1.045
1559943567289,2019-06-07T14.39.27.289,0.325,-0.148,-0.065,1.047
1559943567310,2019-06-07T14.39.27.310,0.346,-0.147,-0.062,1.046
1559943567329,2019-06-07T14.39.27.329,0.365,-0.149,-0.063,1.047
1559943567349,2019-06-07T14.39.27.349,0.385,-0.150,-0.062,1.045
1559943567370,2019-06-07T14.39.27.370,0.406,-0.148,-0.063,1.047
1559943567390,2019-06-07T14.39.27.390,0.426,-0.147,-0.064,1.045
1559943567411,2019-06-07T14.39.27.411,0.447,-0.146,-0.062,1.048
1559943567431,2019-06-07T14.39.27.431,0.467,-0.146,-0.062,1.046
1559943567452,2019-06-07T14.39.27.452,0.488,-0.148,-0.063,1.044
1559943567471,2019-06-07T14.39.27.471,0.507,-0.149,-0.063,1.048
1559943567491,2019-06-07T14.39.27.491,0.527,-0.148,-0.064,1.046
1559943567512,2019-06-07T14.39.27.512,0.548,-0.147,-0.063,1.045
1559943567532,2019-06-07T14.39.27.532,0.568,-0.149,-0.063,1.047
1559943567553,2019-06-07T14.39.27.553,0.589,-0.148,-0.063,1.047
