epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1559943566924,2019-06-07T14.39.26.924,0.000,0.915,0.305,1.524
1559943566943,2019-06-07T14.39.26.943,0.019,0.793,0.549,2.378
1559943566963,2019-06-07T14.39.26.963,0.039,0.305,0.610,1.159
1559943566983,2019-06-07T14.39.26.983,0.059,0.671,0.488,1.280
1559943567003,2019-06-07T14.39.27.003,0.079,0.793,0.488,1.341
1559943567022,2019-06-07T14.39.27.022,0.098,0.244,0.488,1.341
1559943567041,2019-06-07T14.39.27.041,0.117,0.915,0.549,1.280
1559943567062,2019-06-07T14.39.27.062,0.138,0.366,0.549,1.220
1559943567081,2019-06-07T14.39.27.081,0.157,0.549,0.488,1.280
1559943567101,2019-06-07T14.39.27.101,0.177,0.610,0.488,1.280
1559943567120,2019-06-07T14.39.27.120,0.196,0.366,0.488,1.280
1559943567141,2019-06-07T14.39.27.141,0.217,0.915,0.549,1.280
1559943567160,2019-06-07T14.39.27.160,0.236,0.122,0.549,1.280
1559943567180,2019-06-07T14.39.27.180,0.256,0.793,0.488,1.280
1559943567199,2019-06-07T14.39.27.199,0.275,0.610,0.488,1.280
1559943567220,2019-06-07T14.39.27.220,0.296,0.366,0.488,1.220
1559943567239,2019-06-07T14.39.27.239,0.315,0.854,0.427,1.280
1559943567258,2019-06-07T14.39.27.258,0.334,0.305,0.549,1.341
1559943567278,2019-06-07T14.39.27.278,0.354,0.549,0.549,1.220
1559943567297,2019-06-07T14.39.27.297,0.373,0.732,0.488,1.280
1559943567318,2019-06-07T14.39.27.318,0.394,0.366,0.549,1.341
1559943567337,2019-06-07T14.39.27.337,0.413,0.610,0.549,1.280
1559943567358,2019-06-07T14.39.27.358,0.434,0.610,0.488,1.280
1559943567377,2019-06-07T14.39.27.377,0.453,0.488,0.488,1.280
1559943567397,2019-06-07T14.39.27.397,0.473,0.610,0.488,1.280
1559943567416,2019-06-07T14.39.27.416,0.492,0.610,0.488,1.280
1559943567437,2019-06-07T14.39.27.437,0.513,0.488,0.488,1.280
1559943567456,2019-06-07T14.39.27.456,0.532,0.610,0.488,1.280
1559943567475,2019-06-07T14.39.27.475,0.551,0.610,0.549,1.280
1559943567495,2019-06-07T14.39.27.495,0.571,0.488,0.549,1.280
1559943567514,2019-06-07T14.39.27.514,0.590,0.671,0.488,1.341
1559943567535,2019-06-07T14.39.27.535,0.611,0.488,0.488,1.341
1559943567554,2019-06-07T14.39.27.554,0.630,0.610,0.549,1.280
1559943567574,2019-06-07T14.39.27.574,0.650,0.549,0.549,1.341
1559943567593,2019-06-07T14.39.27.593,0.669,0.549,0.427,1.280
1559943567614,2019-06-07T14.39.27.614,0.690,0.671,0.488,1.280
1559943567633,2019-06-07T14.39.27.633,0.709,0.488,0.549,1.220
1559943567653,2019-06-07T14.39.27.653,0.729,0.671,0.549,1.280
1559943567672,2019-06-07T14.39.27.672,0.748,0.549,0.549,1.280
1559943567692,2019-06-07T14.39.27.692,0.768,0.549,0.488,1.280
1559943567712,2019-06-07T14.39.27.712,0.788,0.610,0.488,1.220
1559943567731,2019-06-07T14.39.27.731,0.807,0.427,0.549,1.280
1559943567752,2019-06-07T14.39.27.752,0.828,0.549,0.488,1.341
1559943567771,2019-06-07T14.39.27.771,0.847,0.488,0.488,1.280
1559943567791,2019-06-07T14.39.27.791,0.867,0.671,0.427,1.280
1559943567810,2019-06-07T14.39.27.810,0.886,0.488,0.488,1.341
1559943567831,2019-06-07T14.39.27.831,0.907,0.610,0.488,1.341
1559943567850,2019-06-07T14.39.27.850,0.926,0.488,0.488,1.280
1559943567870,2019-06-07T14.39.27.870,0.946,0.610,0.488,1.341
1559943567889,2019-06-07T14.39.27.889,0.965,0.610,0.488,1.280
1559943567908,2019-06-07T14.39.27.908,0.984,0.488,0.488,1.280
1559943567929,2019-06-07T14.39.27.929,1.005,0.732,0.549,1.280
1559943567948,2019-06-07T14.39.27.948,1.024,0.427,0.488,1.341
1559943567968,2019-06-07T14.39.27.968,1.044,0.610,0.488,1.280
1559943567987,2019-06-07T14.39.27.987,1.063,0.488,0.427,1.341
1559943568008,2019-06-07T14.39.28.008,1.084,0.610,0.549,1.341
1559943568027,2019-06-07T14.39.28.027,1.103,0.488,0.549,1.280
1559943568047,2019-06-07T14.39.28.047,1.123,0.610,0.488,1.341
1559943568067,2019-06-07T14.39.28.067,1.143,0.671,0.488,1.341
1559943568087,2019-06-07T14.39.28.087,1.163,0.610,0.549,1.280
1559943568106,2019-06-07T14.39.28.106,1.182,0.610,0.549,1.280
1559943568125,2019-06-07T14.39.28.125,1.201,0.549,0.549,1.280
1559943568146,2019-06-07T14.39.28.146,1.222,0.671,0.488,1.280
1559943568165,2019-06-07T14.39.28.165,1.241,0.366,0.488,1.341
1559943568185,2019-06-07T14.39.28.185,1.261,0.610,0.488,1.280
1559943568204,2019-06-07T14.39.28.204,1.280,0.732,0.488,1.341
