epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1567334724473,2019-09-01T03:45:24.473,0.000,0.549,0.488,2.012
1567334724492,2019-09-01T03:45:24.492,0.019,0.549,0.488,1.280
1567334724512,2019-09-01T03:45:24.512,0.039,0.549,0.427,1.159
1567334724531,2019-09-01T03:45:24.531,0.058,0.610,0.427,1.280
1567334724550,2019-09-01T03:45:24.550,0.077,0.610,0.427,1.341
1567334724571,2019-09-01T03:45:24.571,0.098,0.488,0.488,1.341
1567334724590,2019-09-01T03:45:24.590,0.117,0.549,0.488,1.280
1567334724610,2019-09-01T03:45:24.610,0.137,0.488,0.488,1.280
1567334724629,2019-09-01T03:45:24.629,0.156,0.610,0.488,1.341
1567334724650,2019-09-01T03:45:24.650,0.177,0.610,0.488,1.280
1567334724669,2019-09-01T03:45:24.669,0.196,0.488,0.427,1.280
1567334724689,2019-09-01T03:45:24.689,0.216,0.549,0.488,1.220
1567334724708,2019-09-01T03:45:24.708,0.235,0.610,0.549,1.341
1567334724729,2019-09-01T03:45:24.729,0.256,0.610,0.488,1.341
1567334724748,2019-09-01T03:45:24.748,0.275,0.610,0.427,1.341
1567334724767,2019-09-01T03:45:24.767,0.294,0.549,0.488,1.341
1567334724788,2019-09-01T03:45:24.788,0.315,0.488,0.549,1.341
1567334724807,2019-09-01T03:45:24.807,0.334,0.610,0.488,1.341
1567334724827,2019-09-01T03:45:24.827,0.354,0.549,0.488,1.280
1567334724846,2019-09-01T03:45:24.846,0.373,0.549,0.549,1.220
1567334724867,2019-09-01T03:45:24.867,0.394,0.488,0.488,1.280
1567334724886,2019-09-01T03:45:24.886,0.413,0.549,0.488,1.220
1567334724906,2019-09-01T03:45:24.906,0.433,0.610,0.488,1.280
1567334724925,2019-09-01T03:45:24.925,0.452,0.488,0.488,1.341
1567334724946,2019-09-01T03:45:24.946,0.473,0.549,0.549,1.280
1567334724965,2019-09-01T03:45:24.965,0.492,0.549,0.549,1.280
1567334724984,2019-09-01T03:45:24.984,0.511,0.549,0.488,1.280
1567334725004,2019-09-01T03:45:25.004,0.531,0.610,0.488,1.280
1567334725023,2019-09-01T03:45:25.023,0.550,0.549,0.488,1.280
1567334725044,2019-09-01T03:45:25.044,0.571,0.488,0.488,1.280
1567334725063,2019-09-01T03:45:25.063,0.590,0.549,0.488,1.220
1567334725083,2019-09-01T03:45:25.083,0.610,0.488,0.488,1.280
1567334725102,2019-09-01T03:45:25.102,0.629,0.549,0.488,1.280
1567334725123,2019-09-01T03:45:25.123,0.650,0.610,0.488,1.280
1567334725142,2019-09-01T03:45:25.142,0.669,0.549,0.488,1.280
1567334725163,2019-09-01T03:45:25.163,0.690,0.549,0.488,1.341
1567334725182,2019-09-01T03:45:25.182,0.709,0.488,0.549,1.341
1567334725201,2019-09-01T03:45:25.201,0.728,0.488,0.488,1.280
1567334725221,2019-09-01T03:45:25.221,0.748,0.488,0.427,1.280
1567334725240,2019-09-01T03:45:25.240,0.767,0.549,0.488,1.341
1567334725261,2019-09-01T03:45:25.261,0.788,0.488,0.427,1.341
1567334725280,2019-09-01T03:45:25.280,0.807,0.549,0.427,1.341
1567334725300,2019-09-01T03:45:25.300,0.827,0.549,0.549,1.280
1567334725319,2019-09-01T03:45:25.319,0.846,0.549,0.488,1.280
1567334725340,2019-09-01T03:45:25.340,0.867,0.549,0.488,1.280
1567334725359,2019-09-01T03:45:25.359,0.886,0.549,0.488,1.341
1567334725378,2019-09-01T03:45:25.378,0.905,0.488,0.549,1.280
1567334725398,2019-09-01T03:45:25.398,0.925,0.488,0.488,1.280
1567334725417,2019-09-01T03:45:25.417,0.944,0.610,0.488,1.341
1567334725438,2019-09-01T03:45:25.438,0.965,0.549,0.488,1.341
1567334725457,2019-09-01T03:45:25.457,0.984,0.549,0.488,1.280
1567334725477,2019-09-01T03:45:25.477,1.004,0.549,0.488,1.220
1567334725496,2019-09-01T03:45:25.496,1.023,0.549,0.488,1.220
1567334725517,2019-09-01T03:45:25.517,1.044,0.610,0.549,1.280
1567334725536,2019-09-01T03:45:25.536,1.063,0.549,0.488,1.280
1567334725557,2019-09-01T03:45:25.557,1.084,0.488,0.549,1.341
1567334725576,2019-09-01T03:45:25.576,1.103,0.549,0.488,1.341
1567334725595,2019-09-01T03:45:25.595,1.122,0.549,0.488,1.280
1567334725615,2019-09-01T03:45:25.615,1.142,0.488,0.488,1.280
1567334725634,2019-09-01T03:45:25.634,1.161,0.549,0.488,1.280
1567334725655,2019-09-01T03:45:25.655,1.182,0.610,0.488,1.341
1567334725674,2019-09-01T03:45:25.674,1.201,0.549,0.488,1.280
1567334725694,2019-09-01T03:45:25.694,1.221,0.549,0.488,1.280
1567334725713,2019-09-01T03:45:25.713,1.240,0.610,0.488,1.341
1567334725734,2019-09-01T03:45:25.734,1.261,0.549,0.488,1.280
1567334725753,2019-09-01T03:45:25.753,1.280,0.488,0.488,1.220
1567334725773,2019-09-01T03:45:25.773,1.300,0.549,0.488,1.280
1567334725792,2019-09-01T03:45:25.792,1.319,0.488,0.488,1.280
1567334725811,2019-09-01T03:45:25.811,1.338,0.549,0.488,1.280
1567334725832,2019-09-01T03:45:25.832,1.359,0.488,0.549,1.341
1567334725851,2019-09-01T03:45:25.851,1.378,0.488,0.488,1.280
1567334725871,2019-09-01T03:45:25.871,1.398,0.488,0.427,1.341
1567334725891,2019-09-01T03:45:25.891,1.418,0.610,0.488,1.220
1567334725911,2019-09-01T03:45:25.911,1.438,0.610,0.488,1.280
1567334725930,2019-09-01T03:45:25.930,1.457,0.549,0.488,1.280
1567334725951,2019-09-01T03:45:25.951,1.478,0.488,0.488,1.280
1567334725970,2019-09-01T03:45:25.970,1.497,0.549,0.488,1.280
1567334725990,2019-09-01T03:45:25.990,1.517,0.549,0.488,1.280
1567334726009,2019-09-01T03:45:26.009,1.536,0.549,0.488,1.341
1567334726028,2019-09-01T03:45:26.028,1.555,0.549,0.488,1.280
1567334726049,2019-09-01T03:45:26.049,1.576,0.549,0.427,1.280
1567334726068,2019-09-01T03:45:26.068,1.595,0.549,0.488,1.280
1567334726088,2019-09-01T03:45:26.088,1.615,0.610,0.488,1.280
1567334726107,2019-09-01T03:45:26.107,1.634,0.549,0.488,1.341
1567334726128,2019-09-01T03:45:26.128,1.655,0.549,0.488,1.280
1567334726147,2019-09-01T03:45:26.147,1.674,0.549,0.549,1.280
1567334726167,2019-09-01T03:45:26.167,1.694,0.549,0.488,1.280
1567334726186,2019-09-01T03:45:26.186,1.713,0.610,0.488,1.341
1567334726207,2019-09-01T03:45:26.207,1.734,0.610,0.488,1.341
1567334726226,2019-09-01T03:45:26.226,1.753,0.549,0.427,1.280
1567334726245,2019-09-01T03:45:26.245,1.772,0.488,0.488,1.280
1567334726266,2019-09-01T03:45:26.266,1.793,0.488,0.488,1.341
1567334726285,2019-09-01T03:45:26.285,1.812,0.488,0.488,1.280
1567334726305,2019-09-01T03:45:26.305,1.832,0.549,0.488,1.280
1567334726324,2019-09-01T03:45:26.324,1.851,0.549,0.488,1.280
1567334726345,2019-09-01T03:45:26.345,1.872,0.549,0.488,1.280
1567334726364,2019-09-01T03:45:26.364,1.891,0.549,0.488,1.341
1567334726384,2019-09-01T03:45:26.384,1.911,0.549,0.488,1.220
1567334726403,2019-09-01T03:45:26.403,1.930,0.549,0.427,1.280
1567334726422,2019-09-01T03:45:26.422,1.949,0.488,0.488,1.280
1567334726443,2019-09-01T03:45:26.443,1.970,0.549,0.549,1.280
1567334726462,2019-09-01T03:45:26.462,1.989,0.549,0.488,1.280
1567334726482,2019-09-01T03:45:26.482,2.009,0.549,0.488,1.341
1567334726501,2019-09-01T03:45:26.501,2.028,0.549,0.488,1.341
1567334726522,2019-09-01T03:45:26.522,2.049,0.610,0.488,1.280
1567334726541,2019-09-01T03:45:26.541,2.068,0.549,0.549,1.280
1567334726561,2019-09-01T03:45:26.561,2.088,0.488,0.488,1.220
1567334726580,2019-09-01T03:45:26.580,2.107,0.488,0.427,1.220
1567334726601,2019-09-01T03:45:26.601,2.128,0.488,0.488,1.341
1567334726620,2019-09-01T03:45:26.620,2.147,0.488,0.488,1.341
1567334726639,2019-09-01T03:45:26.639,2.166,0.549,0.488,1.280
1567334726660,2019-09-01T03:45:26.660,2.187,0.610,0.488,1.341
1567334726679,2019-09-01T03:45:26.679,2.206,0.610,0.427,1.341
1567334726699,2019-09-01T03:45:26.699,2.226,0.549,0.488,1.280
1567334726718,2019-09-01T03:45:26.718,2.245,0.610,0.549,1.280
1567334726739,2019-09-01T03:45:26.739,2.266,0.549,0.427,1.341
1567334726758,2019-09-01T03:45:26.758,2.285,0.549,0.427,1.341
1567334726778,2019-09-01T03:45:26.778,2.305,0.549,0.488,1.220
1567334726797,2019-09-01T03:45:26.797,2.324,0.488,0.488,1.280
1567334726818,2019-09-01T03:45:26.818,2.345,0.549,0.488,1.280
1567334726837,2019-09-01T03:45:26.837,2.364,0.549,0.488,1.280
1567334726856,2019-09-01T03:45:26.856,2.383,0.549,0.549,1.280
1567334726876,2019-09-01T03:45:26.876,2.403,0.610,0.488,1.220
1567334726895,2019-09-01T03:45:26.895,2.422,0.610,0.488,1.280
1567334726916,2019-09-01T03:45:26.916,2.443,0.549,0.488,1.280
1567334726935,2019-09-01T03:45:26.935,2.462,0.549,0.549,1.280
1567334726955,2019-09-01T03:45:26.955,2.482,0.549,0.488,1.341
1567334726975,2019-09-01T03:45:26.975,2.502,0.610,0.488,1.341
1567334726995,2019-09-01T03:45:26.995,2.522,0.549,0.488,1.341
1567334727014,2019-09-01T03:45:27.014,2.541,0.488,0.427,1.341
1567334727035,2019-09-01T03:45:27.035,2.562,0.488,0.488,1.341
1567334727054,2019-09-01T03:45:27.054,2.581,0.488,0.488,1.280
1567334727073,2019-09-01T03:45:27.073,2.600,0.549,0.549,1.280
1567334727093,2019-09-01T03:45:27.093,2.620,0.488,0.488,1.341
1567334727112,2019-09-01T03:45:27.112,2.639,0.549,0.488,1.280
1567334727133,2019-09-01T03:45:27.133,2.660,0.549,0.488,1.280
1567334727152,2019-09-01T03:45:27.152,2.679,0.610,0.488,1.280
1567334727172,2019-09-01T03:45:27.172,2.699,0.549,0.488,1.341
1567334727191,2019-09-01T03:45:27.191,2.718,0.610,0.549,1.280
1567334727212,2019-09-01T03:45:27.212,2.739,0.610,0.549,1.280
1567334727231,2019-09-01T03:45:27.231,2.758,0.549,0.488,1.280
1567334727251,2019-09-01T03:45:27.251,2.778,0.610,0.427,1.341
1567334727270,2019-09-01T03:45:27.270,2.797,0.488,0.427,1.280
1567334727289,2019-09-01T03:45:27.289,2.816,0.549,0.488,1.220
1567334727310,2019-09-01T03:45:27.310,2.837,0.549,0.488,1.280
1567334727329,2019-09-01T03:45:27.329,2.856,0.488,0.488,1.280
1567334727350,2019-09-01T03:45:27.350,2.877,0.549,0.549,1.341
1567334727369,2019-09-01T03:45:27.369,2.896,0.610,0.488,1.341
1567334727389,2019-09-01T03:45:27.389,2.916,0.549,0.549,1.280
1567334727408,2019-09-01T03:45:27.408,2.935,0.549,0.488,1.280
1567334727429,2019-09-01T03:45:27.429,2.956,0.549,0.549,1.280
1567334727448,2019-09-01T03:45:27.448,2.975,0.549,0.488,1.280
1567334727468,2019-09-01T03:45:27.468,2.995,0.549,0.488,1.280
1567334727487,2019-09-01T03:45:27.487,3.014,0.549,0.488,1.341
1567334727506,2019-09-01T03:45:27.506,3.033,0.488,0.488,1.280
1567334727527,2019-09-01T03:45:27.527,3.054,0.488,0.549,1.280
1567334727546,2019-09-01T03:45:27.546,3.073,0.488,0.488,1.220
1567334727566,2019-09-01T03:45:27.566,3.093,0.488,0.549,1.280
1567334727585,2019-09-01T03:45:27.585,3.112,0.549,0.549,1.341
1567334727606,2019-09-01T03:45:27.606,3.133,0.549,0.549,1.280
1567334727625,2019-09-01T03:45:27.625,3.152,0.549,0.488,1.341
1567334727645,2019-09-01T03:45:27.645,3.172,0.488,0.549,1.280
1567334727664,2019-09-01T03:45:27.664,3.191,0.549,0.549,1.280
1567334727685,2019-09-01T03:45:27.685,3.212,0.549,0.488,1.280
1567334727704,2019-09-01T03:45:27.704,3.231,0.549,0.488,1.341
1567334727723,2019-09-01T03:45:27.723,3.250,0.549,0.488,1.341
1567334727744,2019-09-01T03:45:27.744,3.271,0.488,0.488,1.280
1567334727763,2019-09-01T03:45:27.763,3.290,0.488,0.488,1.280
1567334727783,2019-09-01T03:45:27.783,3.310,0.549,0.488,1.280
1567334727802,2019-09-01T03:45:27.802,3.329,0.549,0.488,1.341
1567334727823,2019-09-01T03:45:27.823,3.350,0.549,0.488,1.280
1567334727842,2019-09-01T03:45:27.842,3.369,0.549,0.549,1.341
1567334727862,2019-09-01T03:45:27.862,3.389,0.549,0.488,1.280
1567334727881,2019-09-01T03:45:27.881,3.408,0.549,0.427,1.280
1567334727900,2019-09-01T03:45:27.900,3.427,0.610,0.549,1.280
1567334727921,2019-09-01T03:45:27.921,3.448,0.549,0.549,1.280
1567334727940,2019-09-01T03:45:27.940,3.467,0.488,0.488,1.402
1567334727960,2019-09-01T03:45:27.960,3.487,0.671,0.488,1.280
