epoch (ms),time (-07:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1567334724452,2019-09-01T03:45:24.452,0.000,0.039,0.013,0.998
1567334724473,2019-09-01T03:45:24.473,0.021,0.040,0.012,1.003
1567334724492,2019-09-01T03:45:24.492,0.040,0.040,0.011,1.001
1567334724512,2019-09-01T03:45:24.512,0.060,0.040,0.011,1.002
1567334724531,2019-09-01T03:45:24.531,0.079,0.040,0.011,1.002
1567334724550,2019-09-01T03:45:24.550,0.098,0.039,0.011,1.002
1567334724571,2019-09-01T03:45:24.571,0.119,0.039,0.012,1.002
1567334724590,2019-09-01T03:45:24.590,0.138,0.039,0.013,1.003
1567334724610,2019-09-01T03:45:24.610,0.158,0.039,0.010,1.002
1567334724629,2019-09-01T03:45:24.629,0.177,0.039,0.010,1.001
1567334724650,2019-09-01T03:45:24.650,0.198,0.040,0.011,1.001
1567334724669,2019-09-01T03:45:24.669,0.217,0.039,0.011,1.001
1567334724689,2019-09-01T03:45:24.689,0.237,0.040,0.012,1.001
1567334724708,2019-09-01T03:45:24.708,0.256,0.039,0.012,1.002
1567334724729,2019-09-01T03:45:24.729,0.277,0.040,0.012,1.003
1567334724748,2019-09-01T03:45:24.748,0.296,0.042,0.012,1.002
1567334724767,2019-09-01T03:45:24.767,0.315,0.039,0.011,1.004
1567334724788,2019-09-01T03:45:24.788,0.336,0.038,0.011,1.002
1567334724807,2019-09-01T03:45:24.807,0.355,0.041,0.012,1.001
1567334724827,2019-09-01T03:45:24.827,0.375,0.041,0.012,1.003
1567334724846,2019-09-01T03:45:24.846,0.394,0.040,0.012,1.001
1567334724867,2019-09-01T03:45:24.867,0.415,0.040,0.011,1.000
1567334724886,2019-09-01T03:45:24.886,0.434,0.041,0.013,1.002
1567334724906,2019-09-01T03:45:24.906,0.454,0.040,0.012,1.003
1567334724925,2019-09-01T03:45:24.925,0.473,0.039,0.012,1.001
1567334724944,2019-09-01T03:45:24.944,0.492,0.040,0.013,1.002
1567334724965,2019-09-01T03:45:24.965,0.513,0.040,0.012,1.000
1567334724984,2019-09-01T03:45:24.984,0.532,0.040,0.012,1.001
1567334725004,2019-09-01T03:45:25.004,0.552,0.041,0.011,1.002
1567334725023,2019-09-01T03:45:25.023,0.571,0.041,0.012,1.001
1567334725044,2019-09-01T03:45:25.044,0.592,0.040,0.012,1.002
1567334725063,2019-09-01T03:45:25.063,0.611,0.039,0.010,1.002
1567334725083,2019-09-01T03:45:25.083,0.631,0.038,0.011,1.002
1567334725102,2019-09-01T03:45:25.102,0.650,0.040,0.013,1.002
1567334725123,2019-09-01T03:45:25.123,0.671,0.041,0.010,1.001
1567334725142,2019-09-01T03:45:25.142,0.690,0.040,0.011,1.003
1567334725161,2019-09-01T03:45:25.161,0.709,0.042,0.010,1.003
1567334725182,2019-09-01T03:45:25.182,0.730,0.041,0.011,1.001
1567334725201,2019-09-01T03:45:25.201,0.749,0.039,0.010,1.000
1567334725221,2019-09-01T03:45:25.221,0.769,0.040,0.014,1.003
1567334725240,2019-09-01T03:45:25.240,0.788,0.039,0.013,1.004
1567334725261,2019-09-01T03:45:25.261,0.809,0.041,0.011,1.003
1567334725280,2019-09-01T03:45:25.280,0.828,0.040,0.012,1.001
1567334725300,2019-09-01T03:45:25.300,0.848,0.039,0.013,1.002
1567334725319,2019-09-01T03:45:25.319,0.867,0.039,0.011,1.002
1567334725340,2019-09-01T03:45:25.340,0.888,0.039,0.012,1.001
1567334725359,2019-09-01T03:45:25.359,0.907,0.041,0.014,1.003
1567334725378,2019-09-01T03:45:25.378,0.926,0.039,0.011,1.003
1567334725398,2019-09-01T03:45:25.398,0.946,0.040,0.013,1.003
1567334725417,2019-09-01T03:45:25.417,0.965,0.040,0.010,1.001
1567334725438,2019-09-01T03:45:25.438,0.986,0.041,0.009,1.003
1567334725457,2019-09-01T03:45:25.457,1.005,0.041,0.010,1.002
1567334725477,2019-09-01T03:45:25.477,1.025,0.039,0.010,1.001
1567334725496,2019-09-01T03:45:25.496,1.044,0.038,0.010,1.003
1567334725517,2019-09-01T03:45:25.517,1.065,0.040,0.011,1.003
1567334725536,2019-09-01T03:45:25.536,1.084,0.043,0.010,1.003
1567334725557,2019-09-01T03:45:25.557,1.105,0.039,0.012,1.003
1567334725576,2019-09-01T03:45:25.576,1.124,0.039,0.013,1.002
1567334725595,2019-09-01T03:45:25.595,1.143,0.040,0.012,1.001
1567334725615,2019-09-01T03:45:25.615,1.163,0.040,0.012,1.002
1567334725634,2019-09-01T03:45:25.634,1.182,0.040,0.012,1.003
1567334725655,2019-09-01T03:45:25.655,1.203,0.039,0.011,1.003
1567334725674,2019-09-01T03:45:25.674,1.222,0.040,0.011,1.001
1567334725694,2019-09-01T03:45:25.694,1.242,0.042,0.010,1.003
1567334725713,2019-09-01T03:45:25.713,1.261,0.041,0.012,1.003
1567334725734,2019-09-01T03:45:25.734,1.282,0.040,0.014,1.004
1567334725753,2019-09-01T03:45:25.753,1.301,0.039,0.012,1.002
1567334725773,2019-09-01T03:45:25.773,1.321,0.040,0.011,1.003
1567334725792,2019-09-01T03:45:25.792,1.340,0.041,0.011,1.005
1567334725811,2019-09-01T03:45:25.811,1.359,0.039,0.011,1.004
1567334725832,2019-09-01T03:45:25.832,1.380,0.039,0.012,1.002
1567334725851,2019-09-01T03:45:25.851,1.399,0.040,0.012,1.002
1567334725871,2019-09-01T03:45:25.871,1.419,0.039,0.013,1.004
1567334725891,2019-09-01T03:45:25.891,1.439,0.039,0.013,1.004
1567334725911,2019-09-01T03:45:25.911,1.459,0.040,0.012,1.002
1567334725930,2019-09-01T03:45:25.930,1.478,0.041,0.011,1.002
1567334725951,2019-09-01T03:45:25.951,1.499,0.040,0.012,1.003
1567334725970,2019-09-01T03:45:25.970,1.518,0.042,0.011,1.003
1567334725990,2019-09-01T03:45:25.990,1.538,0.040,0.013,1.002
1567334726009,2019-09-01T03:45:26.009,1.557,0.039,0.012,1.003
1567334726028,2019-09-01T03:45:26.028,1.576,0.040,0.011,1.005
1567334726049,2019-09-01T03:45:26.049,1.597,0.042,0.010,1.002
1567334726068,2019-09-01T03:45:26.068,1.616,0.041,0.010,1.004
1567334726088,2019-09-01T03:45:26.088,1.636,0.040,0.010,1.003
1567334726107,2019-09-01T03:45:26.107,1.655,0.040,0.011,1.003
1567334726128,2019-09-01T03:45:26.128,1.676,0.040,0.010,1.001
1567334726147,2019-09-01T03:45:26.147,1.695,0.040,0.010,1.002
1567334726167,2019-09-01T03:45:26.167,1.715,0.042,0.010,1.002
1567334726186,2019-09-01T03:45:26.186,1.734,0.041,0.010,1.001
1567334726205,2019-09-01T03:45:26.205,1.753,0.038,0.009,1.001
1567334726226,2019-09-01T03:45:26.226,1.774,0.040,0.009,1.003
1567334726245,2019-09-01T03:45:26.245,1.793,0.039,0.010,1.003
1567334726266,2019-09-01T03:45:26.266,1.814,0.040,0.010,1.003
1567334726285,2019-09-01T03:45:26.285,1.833,0.039,0.010,1.002
1567334726305,2019-09-01T03:45:26.305,1.853,0.040,0.011,1.003
1567334726324,2019-09-01T03:45:26.324,1.872,0.041,0.011,1.004
1567334726345,2019-09-01T03:45:26.345,1.893,0.041,0.010,1.003
1567334726364,2019-09-01T03:45:26.364,1.912,0.040,0.011,1.002
1567334726384,2019-09-01T03:45:26.384,1.932,0.041,0.010,1.003
1567334726403,2019-09-01T03:45:26.403,1.951,0.041,0.010,1.002
1567334726422,2019-09-01T03:45:26.422,1.970,0.039,0.012,1.003
1567334726443,2019-09-01T03:45:26.443,1.991,0.039,0.009,1.004
1567334726462,2019-09-01T03:45:26.462,2.010,0.040,0.009,1.003
1567334726482,2019-09-01T03:45:26.482,2.030,0.040,0.010,1.003
1567334726501,2019-09-01T03:45:26.501,2.049,0.040,0.011,1.002
1567334726522,2019-09-01T03:45:26.522,2.070,0.040,0.011,1.000
1567334726541,2019-09-01T03:45:26.541,2.089,0.039,0.009,1.004
1567334726561,2019-09-01T03:45:26.561,2.109,0.040,0.010,1.004
1567334726580,2019-09-01T03:45:26.580,2.128,0.042,0.013,1.003
1567334726601,2019-09-01T03:45:26.601,2.149,0.040,0.010,1.002
1567334726620,2019-09-01T03:45:26.620,2.168,0.039,0.009,1.002
1567334726639,2019-09-01T03:45:26.639,2.187,0.039,0.010,1.004
1567334726660,2019-09-01T03:45:26.660,2.208,0.040,0.012,1.002
1567334726679,2019-09-01T03:45:26.679,2.227,0.041,0.012,1.002
1567334726699,2019-09-01T03:45:26.699,2.247,0.039,0.011,1.002
1567334726718,2019-09-01T03:45:26.718,2.266,0.042,0.011,1.003
