epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1567339459406,2019-09-01T05:04:19.406,0.000,0.244,0.183,2.195
1567339459425,2019-09-01T05:04:19.425,0.019,-0.183,0.793,0.366
1567339459446,2019-09-01T05:04:19.446,0.040,0.000,0.549,1.341
1567339459465,2019-09-01T05:04:19.465,0.059,1.098,0.549,1.341
1567339459484,2019-09-01T05:04:19.484,0.078,-0.183,0.427,1.280
1567339459504,2019-09-01T05:04:19.504,0.098,0.366,0.427,1.341
1567339459524,2019-09-01T05:04:19.524,0.118,1.646,0.488,1.341
1567339459544,2019-09-01T05:04:19.544,0.138,0.000,0.366,1.280
1567339459563,2019-09-01T05:04:19.563,0.157,0.427,0.488,1.220
1567339459584,2019-09-01T05:04:19.584,0.178,0.793,0.549,1.280
1567339459603,2019-09-01T05:04:19.603,0.197,-0.366,0.488,1.280
1567339459623,2019-09-01T05:04:19.623,0.217,1.098,0.549,1.402
1567339459642,2019-09-01T05:04:19.642,0.236,1.037,0.488,1.341
1567339459661,2019-09-01T05:04:19.661,0.255,-0.122,0.427,1.341
1567339459682,2019-09-01T05:04:19.682,0.276,0.976,0.610,1.280
1567339459701,2019-09-01T05:04:19.701,0.295,0.183,0.549,1.220
1567339459721,2019-09-01T05:04:19.721,0.315,-0.122,0.488,1.280
1567339459740,2019-09-01T05:04:19.740,0.334,1.402,0.549,1.402
1567339459761,2019-09-01T05:04:19.761,0.355,0.305,0.488,1.341
1567339459780,2019-09-01T05:04:19.780,0.374,0.427,0.488,1.341
1567339459800,2019-09-01T05:04:19.800,0.394,1.098,0.549,1.280
1567339459819,2019-09-01T05:04:19.819,0.413,-0.305,0.488,1.220
1567339459840,2019-09-01T05:04:19.840,0.434,0.488,0.488,1.280
1567339459859,2019-09-01T05:04:19.859,0.453,1.159,0.488,1.341
1567339459878,2019-09-01T05:04:19.878,0.472,0.061,0.366,1.341
1567339459899,2019-09-01T05:04:19.899,0.493,0.915,0.549,1.341
1567339459918,2019-09-01T05:04:19.918,0.512,0.671,0.549,1.280
1567339459938,2019-09-01T05:04:19.938,0.532,-0.305,0.488,1.280
1567339459957,2019-09-01T05:04:19.957,0.551,1.037,0.488,1.280
1567339459978,2019-09-01T05:04:19.978,0.572,0.793,0.427,1.280
1567339459997,2019-09-01T05:04:19.997,0.591,0.244,0.427,1.341
1567339460017,2019-09-01T05:04:20.017,0.611,1.220,0.610,1.341
1567339460036,2019-09-01T05:04:20.036,0.630,0.122,0.488,1.220
1567339460057,2019-09-01T05:04:20.057,0.651,0.122,0.549,1.220
1567339460076,2019-09-01T05:04:20.076,0.670,1.159,0.549,1.280
1567339460095,2019-09-01T05:04:20.095,0.689,0.183,0.427,1.341
1567339460115,2019-09-01T05:04:20.115,0.709,0.610,0.488,1.341
1567339460134,2019-09-01T05:04:20.134,0.728,1.098,0.549,1.220
1567339460155,2019-09-01T05:04:20.155,0.749,-0.122,0.488,1.220
1567339460174,2019-09-01T05:04:20.174,0.768,0.549,0.610,1.280
1567339460194,2019-09-01T05:04:20.194,0.788,0.793,0.488,1.280
1567339460213,2019-09-01T05:04:20.213,0.807,0.122,0.305,1.280
1567339460234,2019-09-01T05:04:20.234,0.828,1.098,0.488,1.341
1567339460253,2019-09-01T05:04:20.253,0.847,0.610,0.488,1.280
1567339460274,2019-09-01T05:04:20.274,0.868,-0.183,0.427,1.220
1567339460293,2019-09-01T05:04:20.293,0.887,0.854,0.549,1.280
1567339460312,2019-09-01T05:04:20.312,0.906,0.427,0.427,1.341
1567339460332,2019-09-01T05:04:20.332,0.926,0.305,0.366,1.341
1567339460351,2019-09-01T05:04:20.351,0.945,1.220,0.549,1.341
1567339460372,2019-09-01T05:04:20.372,0.966,0.183,0.488,1.220
1567339460391,2019-09-01T05:04:20.391,0.985,0.305,0.549,1.280
1567339460411,2019-09-01T05:04:20.411,1.005,0.854,0.549,1.341
1567339460430,2019-09-01T05:04:20.430,1.024,0.061,0.427,1.280
1567339460451,2019-09-01T05:04:20.451,1.045,0.854,0.488,1.341
1567339460470,2019-09-01T05:04:20.470,1.064,0.976,0.488,1.341
1567339460490,2019-09-01T05:04:20.490,1.084,-0.061,0.488,1.280
1567339460509,2019-09-01T05:04:20.509,1.103,0.671,0.488,1.280
1567339460528,2019-09-01T05:04:20.528,1.122,0.488,0.488,1.280
1567339460549,2019-09-01T05:04:20.549,1.143,0.122,0.488,1.280
1567339460568,2019-09-01T05:04:20.568,1.162,1.098,0.488,1.341
1567339460588,2019-09-01T05:04:20.588,1.182,0.610,0.488,1.341
1567339460608,2019-09-01T05:04:20.608,1.202,0.183,0.549,1.341
1567339460628,2019-09-01T05:04:20.628,1.222,0.793,0.549,1.280
1567339460647,2019-09-01T05:04:20.647,1.241,0.244,0.488,1.220
1567339460668,2019-09-01T05:04:20.668,1.262,0.488,0.488,1.341
1567339460687,2019-09-01T05:04:20.687,1.281,1.098,0.488,1.402
1567339460706,2019-09-01T05:04:20.706,1.300,0.244,0.488,1.341
1567339460726,2019-09-01T05:04:20.726,1.320,0.488,0.488,1.280
1567339460745,2019-09-01T05:04:20.745,1.339,0.671,0.549,1.280
1567339460766,2019-09-01T05:04:20.766,1.360,0.000,0.488,1.341
1567339460785,2019-09-01T05:04:20.785,1.379,0.732,0.549,1.341
1567339460805,2019-09-01T05:04:20.805,1.399,0.793,0.488,1.341
1567339460824,2019-09-01T05:04:20.824,1.418,0.305,0.427,1.280
1567339460845,2019-09-01T05:04:20.845,1.439,0.793,0.549,1.280
1567339460864,2019-09-01T05:04:20.864,1.458,0.366,0.488,1.341
1567339460884,2019-09-01T05:04:20.884,1.478,0.183,0.488,1.280
1567339460903,2019-09-01T05:04:20.903,1.497,1.037,0.488,1.341
1567339460922,2019-09-01T05:04:20.922,1.516,0.488,0.427,1.341
1567339460943,2019-09-01T05:04:20.943,1.537,0.427,0.427,1.280
1567339460962,2019-09-01T05:04:20.962,1.556,0.793,0.549,1.280
1567339460983,2019-09-01T05:04:20.983,1.577,0.122,0.488,1.280
1567339461002,2019-09-01T05:04:21.002,1.596,0.549,0.488,1.280
1567339461022,2019-09-01T05:04:21.022,1.616,0.976,0.549,1.341
1567339461041,2019-09-01T05:04:21.041,1.635,0.305,0.427,1.341
1567339461062,2019-09-01T05:04:21.062,1.656,0.732,0.488,1.280
1567339461081,2019-09-01T05:04:21.081,1.675,0.671,0.488,1.341
1567339461101,2019-09-01T05:04:21.101,1.695,0.061,0.549,1.280
1567339461120,2019-09-01T05:04:21.120,1.714,0.671,0.549,1.341
1567339461139,2019-09-01T05:04:21.139,1.733,0.610,0.488,1.341
1567339461160,2019-09-01T05:04:21.160,1.754,0.366,0.427,1.280
1567339461179,2019-09-01T05:04:21.179,1.773,0.915,0.488,1.280
1567339461199,2019-09-01T05:04:21.199,1.793,0.305,0.488,1.280
1567339461218,2019-09-01T05:04:21.218,1.812,0.244,0.488,1.220
1567339461239,2019-09-01T05:04:21.239,1.833,0.915,0.488,1.341
1567339461258,2019-09-01T05:04:21.258,1.852,0.366,0.427,1.341
1567339461278,2019-09-01T05:04:21.278,1.872,0.610,0.488,1.341
1567339461297,2019-09-01T05:04:21.297,1.891,0.793,0.549,1.280
1567339461318,2019-09-01T05:04:21.318,1.912,0.122,0.488,1.280
1567339461337,2019-09-01T05:04:21.337,1.931,0.549,0.488,1.280
1567339461356,2019-09-01T05:04:21.356,1.950,0.732,0.488,1.280
1567339461377,2019-09-01T05:04:21.377,1.971,0.183,0.366,1.280
1567339461396,2019-09-01T05:04:21.396,1.990,0.732,0.488,1.341
1567339461416,2019-09-01T05:04:21.416,2.010,0.610,0.488,1.341
1567339461435,2019-09-01T05:04:21.435,2.029,0.183,0.488,1.280
1567339461456,2019-09-01T05:04:21.456,2.050,0.732,0.549,1.280
1567339461475,2019-09-01T05:04:21.475,2.069,0.488,0.488,1.280
1567339461495,2019-09-01T05:04:21.495,2.089,0.427,0.427,1.341
1567339461514,2019-09-01T05:04:21.514,2.108,0.976,0.488,1.341
1567339461533,2019-09-01T05:04:21.533,2.127,0.305,0.488,1.280
1567339461554,2019-09-01T05:04:21.554,2.148,0.366,0.549,1.280
1567339461573,2019-09-01T05:04:21.573,2.167,0.793,0.549,1.341
1567339461593,2019-09-01T05:04:21.593,2.187,0.244,0.488,1.280
1567339461612,2019-09-01T05:04:21.612,2.206,0.549,0.549,1.341
1567339461633,2019-09-01T05:04:21.633,2.227,0.793,0.549,1.280
1567339461652,2019-09-01T05:04:21.652,2.246,0.305,0.488,1.341
1567339461672,2019-09-01T05:04:21.672,2.266,0.549,0.488,1.280
1567339461692,2019-09-01T05:04:21.692,2.286,0.488,0.488,1.280
1567339461712,2019-09-01T05:04:21.712,2.306,0.244,0.488,1.341
1567339461731,2019-09-01T05:04:21.731,2.325,0.854,0.488,1.341
1567339461750,2019-09-01T05:04:21.750,2.344,0.549,0.488,1.341
1567339461771,2019-09-01T05:04:21.771,2.365,0.244,0.488,1.341
1567339461790,2019-09-01T05:04:21.790,2.384,0.732,0.488,1.280
1567339461810,2019-09-01T05:04:21.810,2.404,0.305,0.488,1.220
1567339461829,2019-09-01T05:04:21.829,2.423,0.366,0.488,1.280
1567339461850,2019-09-01T05:04:21.850,2.444,0.915,0.488,1.341
1567339461869,2019-09-01T05:04:21.869,2.463,0.427,0.427,1.280
1567339461889,2019-09-01T05:04:21.889,2.483,0.549,0.488,1.280
1567339461908,2019-09-01T05:04:21.908,2.502,0.671,0.488,1.220
1567339461929,2019-09-01T05:04:21.929,2.523,0.244,0.488,1.280
1567339461948,2019-09-01T05:04:21.948,2.542,0.610,0.488,1.341
1567339461967,2019-09-01T05:04:21.967,2.561,0.793,0.549,1.341
1567339461987,2019-09-01T05:04:21.987,2.581,0.366,0.549,1.341
1567339462006,2019-09-01T05:04:22.006,2.600,0.671,0.549,1.341
1567339462027,2019-09-01T05:04:22.027,2.621,0.366,0.488,1.280
1567339462046,2019-09-01T05:04:22.046,2.640,0.244,0.427,1.280
1567339462067,2019-09-01T05:04:22.067,2.661,0.793,0.549,1.341
1567339462086,2019-09-01T05:04:22.086,2.680,0.488,0.427,1.341
1567339462106,2019-09-01T05:04:22.106,2.700,0.366,0.427,1.341
1567339462125,2019-09-01T05:04:22.125,2.719,0.732,0.549,1.280
1567339462144,2019-09-01T05:04:22.144,2.738,0.244,0.488,1.280
1567339462165,2019-09-01T05:04:22.165,2.759,0.488,0.427,1.280
1567339462184,2019-09-01T05:04:22.184,2.778,0.793,0.488,1.341
1567339462204,2019-09-01T05:04:22.204,2.798,0.366,0.488,1.341
1567339462223,2019-09-01T05:04:22.223,2.817,0.671,0.488,1.280
1567339462244,2019-09-01T05:04:22.244,2.838,0.671,0.488,1.341
1567339462263,2019-09-01T05:04:22.263,2.857,0.244,0.549,1.341
1567339462283,2019-09-01T05:04:22.283,2.877,0.610,0.488,1.280
1567339462302,2019-09-01T05:04:22.302,2.896,0.549,0.427,1.341
1567339462323,2019-09-01T05:04:22.323,2.917,0.427,0.427,1.402
1567339462342,2019-09-01T05:04:22.342,2.936,0.732,0.488,1.280
1567339462361,2019-09-01T05:04:22.361,2.955,0.427,0.488,1.220
1567339462381,2019-09-01T05:04:22.381,2.975,0.305,0.427,1.341
1567339462400,2019-09-01T05:04:22.400,2.994,0.732,0.488,1.402
1567339462421,2019-09-01T05:04:22.421,3.015,0.427,0.488,1.341
1567339462440,2019-09-01T05:04:22.440,3.034,0.488,0.488,1.280
1567339462461,2019-09-01T05:04:22.461,3.055,0.671,0.488,1.280
1567339462480,2019-09-01T05:04:22.480,3.074,0.305,0.427,1.280
1567339462500,2019-09-01T05:04:22.500,3.094,0.610,0.488,1.280
1567339462519,2019-09-01T05:04:22.519,3.113,0.671,0.488,1.341
1567339462540,2019-09-01T05:04:22.540,3.134,0.366,0.488,1.341
1567339462559,2019-09-01T05:04:22.559,3.153,0.732,0.488,1.341
1567339462578,2019-09-01T05:04:22.578,3.172,0.610,0.549,1.280
1567339462598,2019-09-01T05:04:22.598,3.192,0.305,0.427,1.280
1567339462617,2019-09-01T05:04:22.617,3.211,0.610,0.549,1.280
1567339462638,2019-09-01T05:04:22.638,3.232,0.488,0.488,1.341
1567339462657,2019-09-01T05:04:22.657,3.251,0.488,0.488,1.341
1567339462677,2019-09-01T05:04:22.677,3.271,0.854,0.549,1.341
1567339462696,2019-09-01T05:04:22.696,3.290,0.427,0.488,1.341
1567339462717,2019-09-01T05:04:22.717,3.311,0.366,0.488,1.220
1567339462736,2019-09-01T05:04:22.736,3.330,0.671,0.549,1.280
1567339462756,2019-09-01T05:04:22.756,3.350,0.427,0.488,1.341
1567339462775,2019-09-01T05:04:22.775,3.369,0.549,0.488,1.341
1567339462795,2019-09-01T05:04:22.795,3.389,0.610,0.488,1.280
1567339462815,2019-09-01T05:04:22.815,3.409,0.366,0.549,1.280
1567339462834,2019-09-01T05:04:22.834,3.428,0.671,0.549,1.341
1567339462855,2019-09-01T05:04:22.855,3.449,0.549,0.488,1.280
1567339462874,2019-09-01T05:04:22.874,3.468,0.305,0.427,1.280
