epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1565453757641,2019-08-10T09:15:57.641,0.000,-0.488,-0.183,0.915
1565453757660,2019-08-10T09:15:57.660,0.019,-0.244,0.183,0.976
1565453757681,2019-08-10T09:15:57.681,0.040,-0.488,0.427,0.915
1565453757701,2019-08-10T09:15:57.701,0.060,-0.427,0.305,0.854
1565453757722,2019-08-10T09:15:57.722,0.081,-0.488,0.305,0.854
1565453757742,2019-08-10T09:15:57.742,0.101,-0.488,0.305,0.915
1565453757763,2019-08-10T09:15:57.763,0.122,-0.488,0.244,0.854
1565453757782,2019-08-10T09:15:57.782,0.141,-0.488,0.305,0.915
1565453757802,2019-08-10T09:15:57.802,0.161,-0.549,0.427,0.915
1565453757823,2019-08-10T09:15:57.823,0.182,-0.488,0.305,0.915
1565453757843,2019-08-10T09:15:57.843,0.202,-0.488,0.244,0.854
1565453757864,2019-08-10T09:15:57.864,0.223,-0.488,0.244,0.915
1565453757884,2019-08-10T09:15:57.884,0.243,-0.488,0.305,0.976
1565453757905,2019-08-10T09:15:57.905,0.264,-0.488,0.305,0.915
1565453757924,2019-08-10T09:15:57.924,0.283,-0.488,0.305,0.915
1565453757944,2019-08-10T09:15:57.944,0.303,-0.488,0.366,0.915
1565453757965,2019-08-10T09:15:57.965,0.324,-0.427,0.305,0.854
1565453757985,2019-08-10T09:15:57.985,0.344,-0.488,0.305,0.915
1565453758006,2019-08-10T09:15:58.006,0.365,-0.549,0.305,0.915
1565453758026,2019-08-10T09:15:58.026,0.385,-0.427,0.305,0.854
1565453758045,2019-08-10T09:15:58.045,0.404,-0.427,0.366,0.915
1565453758066,2019-08-10T09:15:58.066,0.425,-0.488,0.305,0.854
1565453758086,2019-08-10T09:15:58.086,0.445,-0.488,0.305,0.854
1565453758107,2019-08-10T09:15:58.107,0.466,-0.488,0.366,0.854
1565453758127,2019-08-10T09:15:58.127,0.486,-0.427,0.305,0.854
1565453758148,2019-08-10T09:15:58.148,0.507,-0.488,0.305,0.854
1565453758168,2019-08-10T09:15:58.168,0.527,-0.549,0.305,0.915
1565453758187,2019-08-10T09:15:58.187,0.546,-0.488,0.305,0.915
1565453758208,2019-08-10T09:15:58.208,0.567,-0.427,0.305,0.854
1565453758228,2019-08-10T09:15:58.228,0.587,-0.488,0.305,0.915
