epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1565453770486,2019-08-10T09:16:10.486,0.000,0.122,0.305,1.646
1565453770505,2019-08-10T09:16:10.505,0.019,0.061,0.549,1.098
1565453770525,2019-08-10T09:16:10.525,0.039,0.488,0.488,1.159
1565453770544,2019-08-10T09:16:10.544,0.058,0.488,0.427,1.341
1565453770565,2019-08-10T09:16:10.565,0.079,0.488,0.427,1.341
1565453770584,2019-08-10T09:16:10.584,0.098,0.488,0.488,1.341
1565453770604,2019-08-10T09:16:10.604,0.118,0.488,0.488,1.280
1565453770624,2019-08-10T09:16:10.624,0.138,0.549,0.488,1.341
1565453770644,2019-08-10T09:16:10.644,0.158,0.549,0.488,1.341
1565453770663,2019-08-10T09:16:10.663,0.177,0.427,0.427,1.280
1565453770684,2019-08-10T09:16:10.684,0.198,0.488,0.427,1.341
1565453770703,2019-08-10T09:16:10.703,0.217,0.427,0.427,1.280
1565453770722,2019-08-10T09:16:10.722,0.236,0.488,0.427,1.280
1565453770742,2019-08-10T09:16:10.742,0.256,0.488,0.427,1.280
1565453770761,2019-08-10T09:16:10.761,0.275,0.366,0.427,1.341
1565453770782,2019-08-10T09:16:10.782,0.296,0.549,0.488,1.341
1565453770801,2019-08-10T09:16:10.801,0.315,0.610,0.427,1.280
1565453770821,2019-08-10T09:16:10.821,0.335,0.488,0.427,1.280
1565453770840,2019-08-10T09:16:10.840,0.354,0.549,0.427,1.280
1565453770861,2019-08-10T09:16:10.861,0.375,0.488,0.488,1.341
1565453770880,2019-08-10T09:16:10.880,0.394,0.488,0.488,1.280
1565453770900,2019-08-10T09:16:10.900,0.414,0.549,0.427,1.280
1565453770919,2019-08-10T09:16:10.919,0.433,0.427,0.488,1.280
1565453770938,2019-08-10T09:16:10.938,0.452,0.549,0.488,1.280
1565453770959,2019-08-10T09:16:10.959,0.473,0.610,0.427,1.280
1565453770978,2019-08-10T09:16:10.978,0.492,0.549,0.427,1.280
1565453770999,2019-08-10T09:16:10.999,0.513,0.549,0.427,1.280
1565453771018,2019-08-10T09:16:11.018,0.532,0.488,0.427,1.341
1565453771038,2019-08-10T09:16:11.038,0.552,0.427,0.427,1.341
1565453771057,2019-08-10T09:16:11.057,0.571,0.549,0.549,1.341
1565453771078,2019-08-10T09:16:11.078,0.592,0.549,0.488,1.280
1565453771097,2019-08-10T09:16:11.097,0.611,0.488,0.427,1.280
1565453771117,2019-08-10T09:16:11.117,0.631,0.488,0.427,1.280
1565453771136,2019-08-10T09:16:11.136,0.650,0.549,0.488,1.220
1565453771155,2019-08-10T09:16:11.155,0.669,0.488,0.427,1.220
1565453771176,2019-08-10T09:16:11.176,0.690,0.488,0.427,1.280
1565453771195,2019-08-10T09:16:11.195,0.709,0.488,0.427,1.341
1565453771215,2019-08-10T09:16:11.215,0.729,0.549,0.427,1.341
1565453771234,2019-08-10T09:16:11.234,0.748,0.549,0.488,1.280
1565453771255,2019-08-10T09:16:11.255,0.769,0.427,0.427,1.341
1565453771274,2019-08-10T09:16:11.274,0.788,0.488,0.427,1.402
1565453771294,2019-08-10T09:16:11.294,0.808,0.610,0.488,1.341
