epoch (ms),time (-07:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1565459071330,2019-08-10T10:44:31.330,0.000,-0.366,0.305,0.854
1565459071349,2019-08-10T10:44:31.349,0.019,-0.244,0.305,0.915
1565459071369,2019-08-10T10:44:31.369,0.039,-0.549,0.305,0.854
1565459071390,2019-08-10T10:44:31.390,0.060,-0.549,0.305,0.854
1565459071410,2019-08-10T10:44:31.410,0.080,-0.549,0.305,0.854
1565459071431,2019-08-10T10:44:31.431,0.101,-0.488,0.305,0.915
1565459071451,2019-08-10T10:44:31.451,0.121,-0.549,0.305,0.854
1565459071472,2019-08-10T10:44:31.472,0.142,-0.549,0.305,0.915
1565459071491,2019-08-10T10:44:31.491,0.161,-0.549,0.305,0.915
1565459071512,2019-08-10T10:44:31.512,0.182,-0.427,0.305,0.854
1565459071532,2019-08-10T10:44:31.532,0.202,-0.427,0.305,0.854
1565459071553,2019-08-10T10:44:31.553,0.223,-0.488,0.305,0.854
1565459071573,2019-08-10T10:44:31.573,0.243,-0.427,0.305,0.854
1565459071594,2019-08-10T10:44:31.594,0.264,-0.366,0.366,0.915
1565459071614,2019-08-10T10:44:31.614,0.284,-0.427,0.366,0.976
1565459071633,2019-08-10T10:44:31.633,0.303,-0.366,0.366,0.854
1565459071654,2019-08-10T10:44:31.654,0.324,-0.366,0.366,0.854
1565459071674,2019-08-10T10:44:31.674,0.344,-0.427,0.244,0.793
1565459071695,2019-08-10T10:44:31.695,0.365,-0.244,0.305,0.854
1565459071715,2019-08-10T10:44:31.715,0.385,-0.366,0.427,0.854
1565459071736,2019-08-10T10:44:31.736,0.406,-0.488,0.305,0.854
1565459071755,2019-08-10T10:44:31.755,0.425,-0.305,0.305,0.854
1565459071775,2019-08-10T10:44:31.775,0.445,-0.244,0.305,0.854
1565459071796,2019-08-10T10:44:31.796,0.466,-0.305,0.366,0.915
1565459071816,2019-08-10T10:44:31.816,0.486,-0.366,0.366,0.854
1565459071837,2019-08-10T10:44:31.837,0.507,-0.549,0.427,0.854
1565459071857,2019-08-10T10:44:31.857,0.527,-0.427,0.366,0.915
1565459071878,2019-08-10T10:44:31.878,0.548,-0.305,0.305,0.854
1565459071897,2019-08-10T10:44:31.897,0.567,-0.366,0.244,0.915
1565459071917,2019-08-10T10:44:31.917,0.587,-0.427,0.305,0.854
1565459071938,2019-08-10T10:44:31.938,0.608,-0.488,0.366,0.854
1565459071958,2019-08-10T10:44:31.958,0.628,-0.427,0.427,0.915
1565459071979,2019-08-10T10:44:31.979,0.649,-0.610,0.366,0.915
1565459071999,2019-08-10T10:44:31.999,0.669,-0.366,0.305,0.915
1565459072018,2019-08-10T10:44:32.018,0.688,-0.427,0.305,0.854
1565459072039,2019-08-10T10:44:32.039,0.709,-0.610,0.305,0.854
1565459072059,2019-08-10T10:44:32.059,0.729,-0.671,0.305,0.854
1565459072080,2019-08-10T10:44:32.080,0.750,-0.671,0.427,0.854
1565459072100,2019-08-10T10:44:32.100,0.770,-0.061,0.366,0.915
1565459072121,2019-08-10T10:44:32.121,0.791,-0.366,0.183,0.854
1565459072141,2019-08-10T10:44:32.141,0.811,-0.793,0.305,0.854
1565459072160,2019-08-10T10:44:32.160,0.830,-0.549,0.366,0.915
1565459072181,2019-08-10T10:44:32.181,0.851,-0.427,0.427,0.854
1565459072201,2019-08-10T10:44:32.201,0.871,-0.488,0.305,0.854
1565459072222,2019-08-10T10:44:32.222,0.892,-0.732,0.244,0.793
1565459072242,2019-08-10T10:44:32.242,0.912,-0.366,0.305,0.915
1565459072263,2019-08-10T10:44:32.263,0.933,-0.183,0.366,0.854
